settlement_point,sp_type,lat,lon,match_method,match_confidence,matched_plant,matched_capacity_mw,station_description,owner_re,expected_mw,capacity_ratio,load_zone
WAP_WAP_G6,OTHER,29.4828,-95.6311,lmp_node_designation,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,734.0,0.183,houston
WAP_WAP_G7,OTHER,29.4828,-95.6311,lmp_node_designation,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,615.0,0.153,houston
WAP_WAP_G8,OTHER,29.4828,-95.6311,lmp_node_designation,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,654.0,0.163,houston
WAYMARK_RN,RN,30.980067000000005,-102.229143,gridstatus,1.0,Midway Solar - TX,182.0,WAYMARK SOLAR PROJECT,MIDWAY SOLAR LLC,182.0,1.0,west
WCPP_CC1,PCCRN,33.0583,-97.9103,owner_name,1.0,Wise County Power LLC,821.7,WISE CTY PLANT,WISE COUNTY POWER COMPANY LLC | LUMINANT ENERGY COMPANY LLC,840.0,1.022,north
WCPP_CT1,OTHER,33.0583,-97.9103,lmp_node_designation,1.0,Wise County Power LLC,821.7,WISE CTY PLANT,WISE COUNTY POWER COMPANY LLC | LUMINANT ENERGY COMPANY LLC,275.0,0.335,north
WCPP_CT2,OTHER,33.0583,-97.9103,lmp_node_designation,1.0,Wise County Power LLC,821.7,WISE CTY PLANT,WISE COUNTY POWER COMPANY LLC | LUMINANT ENERGY COMPANY LLC,275.0,0.335,north
WCPP_ST1,OTHER,33.0583,-97.9103,lmp_node_designation,1.0,Wise County Power LLC,821.7,WISE CTY PLANT,WISE COUNTY POWER COMPANY LLC | LUMINANT ENERGY COMPANY LLC,290.0,0.353,north
WEBBER_WS_T1,OTHER,30.238492,-97.508812,station_description,1.0,Webberville Solar Project,30.0,WEBBERVILLE SOLAR PROJECT,FRV AE SOLAR LLC,27.0,0.9,south
WEC_WECG1,OTHER,34.105,-101.0986,station_description,1.0,Whirlwind Energy Center,59.8,WHIRLWIND ENERGY CENTER,WHIRLWIND ENERGY LLC | CITY OF AUSTIN DBA AUSTIN ENERGY,60.0,1.003,west
WES_ALL,OTHER,29.191,-95.663,owner_name,1.0,Brazoria West,200.0,WESTORIA SOLAR,BRAZORIA WEST SOLAR PROJECT LLC,204.0,1.02,houston
WFCOGEN_13,OTHER,33.8625,-98.5894,owner_name,1.0,Signal Hill Generating LLC,80.0,WICHITA FALLS COGEN,SIGNAL HILL GENERATING LLC | CASTLETON COMMODITIES MERCHANT TRADING LP,40.0,0.5,west
WFCOGEN_24,OTHER,33.8625,-98.5894,owner_name,1.0,Signal Hill Generating LLC,80.0,WICHITA FALLS COGEN,SIGNAL HILL GENERATING LLC | CASTLETON COMMODITIES MERCHANT TRADING LP,40.0,0.5,west
WFCOGEN_CC1,PCCRN,33.8625,-98.5894,lmp_node_designation,1.0,Signal Hill Generating LLC,80.0,WICHITA FALLS COGEN,SIGNAL HILL GENERATING LLC | CASTLETON COMMODITIES MERCHANT TRADING LP,80.0,1.0,west
WFTANK_ESS1,OTHER,27.577207,-99.276018,station_description,1.0,Wolf Tank Storage,150.0,WOLF TANK STORAGE,WOLF TANK STORAGE LLC,150.0,1.0,south
WGU_RN,RN,29.242304,-95.658144,station_description,1.0,Wagyu,120.0,WAGYU SOLAR,WAGYU SOLAR LLC,120.0,1.0,houston
WHCCS2_4,OTHER,32.337679,-97.734612,lmp_node_designation,1.0,Wolf Hollow II,1231.2,,WOLF HOLLOW II POWER LLC | CONSTELLATION ENERGY GENERATION LLC,0.0,,north
WHCCS2_5_6,OTHER,32.337679,-97.734612,lmp_node_designation,1.0,Wolf Hollow II,1231.2,,WOLF HOLLOW II POWER LLC | CONSTELLATION ENERGY GENERATION LLC,0.0,,north
WHCCS2_CC2,PCCRN,32.337679,-97.734612,owner_name,1.0,Wolf Hollow II,1231.2,,WOLF HOLLOW II POWER LLC | CONSTELLATION ENERGY GENERATION LLC,0.0,,north
WHCCS_CC1,PCCRN,32.33422,-97.731686,lmp_node_designation,1.0,Wolf Hollow I LP,788.4000000000001,WOLF HOLLOW GEN,WOLF HOLLOW I POWER LLC | EXGEN TEXAS POWER LLC,830.0,1.053,north
WHCCS_CT1_ST,OTHER,32.33422,-97.731686,station_description,1.0,Wolf Hollow I LP,788.4000000000001,WOLF HOLLOW GEN,WOLF HOLLOW I POWER LLC | EXGEN TEXAS POWER LLC,565.0,0.717,north
WHCCS_CT2,OTHER,32.33422,-97.731686,station_description,1.0,Wolf Hollow I LP,788.4000000000001,WOLF HOLLOW GEN,WOLF HOLLOW I POWER LLC | EXGEN TEXAS POWER LLC,265.0,0.336,north
WHITE_PT_UN1,OTHER,27.954976,-97.300202,owner_name,1.0,Midway Wind LLC,162.9,MIDWIND SUBSTATION,MIDWAY WIND LLC,163.0,1.001,south
WHMESA_U1,OTHER,30.91,-101.263,station_description,1.0,White Mesa Wind,500.6,WHITE MESA WIND,WHITE MESA WIND LLC | NEXTERA ENERGY RESOURCES LLC,501.0,1.001,west
WHTTAIL_WR1,OTHER,33.733006,-97.428406,station_description,1.0,Wolf Ridge Wind,112.5,WOLF RIDGE,WOLF RIDGE WIND LLC | NEXTERA ENERGY RESOURCES LLC,122.0,1.084,north
WH_WIND_ALL,OTHER,32.627737999999994,-100.545521,gridstatus,1.0,Mesquite Star,418.9,WHITEHORSE WIND,MESQUITE STAR SPECIAL LLC,419.0,1.0,west
WIG_BESS_RN,RN,33.030354,-96.357203,owner_name,1.0,Wigeon Whistle Battery Storage Plant,120.0,,WIGEON WHISTLE BESS LLC | HABITAT ENERGY INC,0.0,,north
WILDWIND_ALL,OTHER,33.54915,-97.32958,owner_name,1.0,Wildcat Creek Wind Farm LLC,175.3,WILD WIND,WILDCAT CREEK WIND FARM LLC | EDP RENEWABLES NORTH AMERICA LLC,180.0,1.027,north
WIPOPA_1_2,OTHER,30.02547,-96.9945,station_description,1.0,Winchester Power Park,242.0,WINCHESTER POWER PARK,LOWER COLORADO RIVER AUTHORITY,122.0,0.504,south
WIPOPA_3_4,OTHER,30.02547,-96.9945,station_description,1.0,Winchester Power Park,242.0,WINCHESTER POWER PARK,LOWER COLORADO RIVER AUTHORITY,122.0,0.504,south
WIR_WIRTZ_G1,OTHER,30.5544,-98.3403,manual,1.0,,0.0,WIRTZ,LOWER COLORADO RIVER AUTHORITY,27.0,,south
WIR_WIRTZ_G2,OTHER,30.5544,-98.3403,manual,1.0,,0.0,WIRTZ,LOWER COLORADO RIVER AUTHORITY,27.0,,south
WLTC_ESR_RN,RN,27.796921,-97.487069,manual,1.0,Weil Tract BESS,9.9,,HEN INFRASTRUCTURE LLC 1,0.0,,south
WL_RANCH_RN,RN,31.048557,-100.623114,owner_name,1.0,Live Oak Wind Project,199.5,WILSON RANCH SUBSTATION,LIVE OAK WIND PROJECT LLC | ENGIE ENERGY MARKETING NA INC,200.0,1.003,west
WNDTS2_UNIT1,OTHER,33.495278,-98.5,station_description,1.0,Windthorst-2,67.6,WINDTHORST 2,WINDTHORST 2 LLC | RPG WINDTHORST 2 INVESTCO LLC,68.0,1.006,west
WND_WHITNEY,OTHER,31.8694,-97.3667,owner_name,1.0,Whitney,41.8,WHITTNEY DAM,WHITNEY ALLOCATION COOPERATIVES,42.0,1.005,north
WOODWRD1_RN,RN,30.9514,-102.414067,manual,1.0,Woodward Mountain I,82.0,WOODWARD 1,WOODWARD MOUNTAIN WIND LLC | LUMINANT ENERGY COMPANY LLC,92.0,1.122,west
WOODWRD2_RN,RN,30.9514,-102.414067,manual,1.0,Woodward Mountain I,82.0,WOODWARD 2,WOODWARD MOUNTAIN WIND LLC | LUMINANT ENERGY COMPANY LLC,86.0,1.049,west
WOV_BESS_RN,RN,31.83553,-102.443498,owner_name,1.0,Westover BESS,10.0,,WESTOVER ESS ASSETS LLC,0.0,,west
WRSBES_BESS1,OTHER,31.35658,-103.33645,fuzzy_name,1.0,TX8 Worsham,9.9,,KEY CAPTURE ENERGY LLC,0.0,,west
WR_RN,RN,29.3133,-96.10837,owner_name,1.0,I-Eye ESS,10.0,WHARTON,I EYE STORAGE LLC,10.0,1.0,south
WZRD_ESS_RN,RN,29.498857,-95.083375,manual,1.0,,0.0,,WIZARD ENERGY STORAGE LLC,0.0,,houston
W_HRL_ESR_RN,RN,26.179999,-97.725607,manual,1.0,,0.0,,SMT TX MANAGEMENT LLC,0.0,,south
W_PECO_UNIT1,OTHER,31.4308,-103.7289,station_description,1.0,West of the Pecos Solar,100.0,WEST OF THE PECOS SOLAR FARM,WEST OF THE PECOS SOLAR LLC | RWE CLEAN ENERGY LLC,100.0,1.0,west
X1_DGR_RN,RN,31.45997,-96.82775,manual,1.0,,0.0,MEDINABS,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,29.0,,north
X443ESRN,OTHER,29.43445,-98.61765,manual,1.0,,0.0,,CPS ENERGY,0.0,,south
YAPN_SLR_RN,RN,31.0444,-96.8514,manual,1.0,,0.0,,YAUPON SOLAR LLC | NEXTERA ENERGY RESOURCES LLC,0.0,,south
YNG_WND_ALL,OTHER,33.119213,-98.852577,station_description,1.0,Young Wind,500.0,YOUNG WIND,YOUNG WIND LLC | NEXTERA ENERGY RESOURCES LLC,488.0,0.976,west
Z0_DGR1_RN,RN,29.381931,-98.318462,manual,1.0,,0.0,BECK_RD,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,29.0,,south
Z0_DGR2_RN,RN,29.381931,-98.318462,manual,1.0,,0.0,BECK_RD,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER | BEXAR CORRILLA LLC,29.0,,south
Z5_DGR1_RN,RN,29.3022,-98.3517,manual,1.0,,0.0,SOUTHTON,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,29.0,,south
ZIER_SLR_ALL,OTHER,29.350992,-100.562,manual,1.0,,0.0,ZIER SOLAR AND STORAGE,ZIER SOLAR LLC,161.0,,south
