"OWNER RE","RESOURCE NAME","TYPE","SPLIT GEN RESOURCE","DME","DME DUNS","RMR"
"BRP INTERMEDIATECO I LLC (RE)","BRAZORIA_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","DICKNSON_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","DKNS_ESS_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","DKNS_ESS_ESR2","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","DKNS_ESS_ESR3","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","DKNS_ESS_ESR4","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","HEIGHTTN_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","HYDR_ESS_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","K0_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","LOPENO_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","L_463S_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","MAGNO_TN_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","NF_BRP_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","ODESW_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","PALE_ESS_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","PAVO_ESS_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","PAVO_ESS_ESR2","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","PUEBLO_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","PUEBLO_ESR2","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","SWEENY_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","TORT_ESS_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"BRP INTERMEDIATECO I LLC (RE)","ZAPATA_ESR1","Storage","Not Applicable","BRP INTERMEDIATECO I LLC (DME)","1190850717000","N"
"BRP INTERMEDIATECO I LLC (RE)","ZAPATA_ESR2","Storage","Not Applicable","BRP INTERMEDIATECO I LLC (DME)","1190850717000","N"
"BRUENNINGS BREEZE WIND FARM LLC (RE)","BBREEZE_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"BRUENNINGS BREEZE WIND FARM LLC (RE)","BBREEZE_UNIT2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"BRYAN TEXAS UTILITIES (RE)","ATKINS_ATKINSG7","Generation","Not Applicable","BRYAN TEXAS UTILITIES (DME)","0793907797000","N"
"BRYAN TEXAS UTILITIES (RE)","DANSBY_DANSBYG1","Generation","Not Applicable","BRYAN TEXAS UTILITIES (DME)","0793907797000","N"
"BRYAN TEXAS UTILITIES (RE)","DANSBY_DANSBYG2","Generation","Not Applicable","BRYAN TEXAS UTILITIES (DME)","0793907797000","N"
"BRYAN TEXAS UTILITIES (RE)","DANSBY_DANSBYG3","Generation","Not Applicable","BRYAN TEXAS UTILITIES (DME)","0793907797000","N"
"BT AMADOR STORAGE LLC (RE)","AMAD_ESS_ESR1","Storage","Not Applicable","BT AMADOR STORAGE LLC (DME)","1080807027000","N"
"BT CANTWELL SOLAR LLC (RE)","ARY_BESS_ESR1","Storage","Not Applicable","BT CANTWELL SOLAR LLC (DME)","0627249997000","N"
"BT CONIGLIO SOLAR LLC (RE)","CONIGLIO_UNIT1","Generation","Not Applicable","BT CONIGLIO SOLAR LLC (DME)","1175632467000","N"
"BT CONNOLLY STORAGE LLC (RE)","CNLY_ESS_ESR1","Storage","Not Applicable","BT CONNOLLY STORAGE LLC (DME)","0675725517000","N"
"BT COOKE SOLAR LLC (RE)","RIPPEY_UNIT1","Generation","Not Applicable","BT COOKE SOLAR LLC (DME)","1175446477000","N"
"BT CUNNINGHAM STORAGE LLC (RE)","TURQBESS_ESR1","Storage","Not Applicable","BT CUNNINGHAM STORAGE LLC (DME)","1072600057000","N"
"BT HICKERSON SOLAR LLC (RE)","HKSN_SLR_UNIT1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"BT HICKERSON SOLAR LLC (RE)","HKSN_SLR_UNIT2","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"BT HICKERSON SOLAR LLC (RE)","HKSN_SLR_UNIT3","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"BT JUNGMANN LLC (RE)","JUNG_SLR_UNIT1","Generation","Not Applicable","BT JUNGMANN LLC (DME)","0832272887000","N"
"BT KELLAM SOLAR LLC (RE)","KELAM_SL_UNIT1","Generation","Not Applicable","BT KELLAM SOLAR LLC (DME)","1175446087000","N"
"BT NOBLE SOLAR LLC (RE)","NOBLESLR_ESR1","Storage","Not Applicable","BT NOBLE SOLAR LLC (DME)","1177751327000","N"
"BT NOBLE SOLAR LLC (RE)","NOBLESLR_ESR2","Storage","Not Applicable","BT NOBLE SOLAR LLC (DME)","1177751327000","N"
"BT NOBLE SOLAR LLC (RE)","NOBLESLR_SOLAR1","Generation","Not Applicable","BT NOBLE SOLAR LLC (DME)","1177751327000","N"
"BT NOBLE SOLAR LLC (RE)","NOBLESLR_SOLAR2","Generation","Not Applicable","BT NOBLE SOLAR LLC (DME)","1177751327000","N"
"BT SIGNAL RANCH LLC (RE)","SIG_SLR_UNIT1","Generation","Not Applicable","BT SIGNAL RANCH LLC (DME)","1179403887000","N"
"BT SMITH STORAGE LLC (RE)","SMTH_ESS_ESR1","Storage","Not Applicable","BT SMITH STORAGE LLC (DME)","0656989627000","N"
"BUCKTHORN WESTEX LLC (RE)","RIGGINS_UNIT1","Generation","Not Applicable","BUCKTHORN WESTEX LLC (DME)","0801499647000","N"
"BUCKTHORN WIND PROJECT LLC (RE)","BUCKTHRN_UNIT1","Generation","Not Applicable","BOSTON ENERGY TRADING AND MARKETING LLC (DME)","0748829577100","N"
"BUCKTHORN WIND PROJECT LLC (RE)","BUCKTHRN_UNIT2","Generation","Not Applicable","BOSTON ENERGY TRADING AND MARKETING LLC (DME)","0748829577100","N"
"BUDA INFRA LLC (RE)","BUDA_ESR1","Storage","Not Applicable","BUDA INFRA LLC (DME)","1193290107000","N"
"BUFFALO GAP WIND FARM 2 LLC (RE)","BUFF_GAP_UNIT2_1","Generation","Not Applicable","DIRECT ENERGY LP (DME)","0397133547000","N"
"BUFFALO GAP WIND FARM 2 LLC (RE)","BUFF_GAP_UNIT2_2","Generation","Not Applicable","DIRECT ENERGY LP (DME)","0397133547000","N"
"BUFFALO GAP WIND FARM 3 LLC (RE)","BUFF_GAP_UNIT3","Generation","Not Applicable","DIRECT ENERGY LP (DME)","0397133547000","N"
"BUFFALO GAP WIND FARM LLC (RE)","BUFF_GAP_UNIT1","Generation","Not Applicable","DIRECT ENERGY LP (DME)","0397133547000","N"
"BULL CREEK WIND LLC (RE)","BULLCRK_WND1","Generation","Not Applicable","BULL CREEK WIND LLC RE (DME)","8268407747000","N"
"BULL CREEK WIND LLC (RE)","BULLCRK_WND2","Generation","Not Applicable","BULL CREEK WIND LLC RE (DME)","8268407747000","N"
"BURKSOL LLC (RE)","BKSL_ESS_ESR1","Storage","Not Applicable","BURKSOL LLC (DME)","1192421937000","N"
"BYNUM SOLAR PROJECT LLC (RE)","BYNM_SLR_SOLAR1","Generation","Not Applicable","BYNUM SOLAR PROJECT LLC (DME)","1191522937000","N"
"BYPASS BESS LLC (RE)","BYP_ESR1","Storage","Not Applicable","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"BYRD RANCH STORAGE LLC (RE)","BYRDR_ES_ESR1","Storage","Not Applicable","GLIDEPATH STORAGE OPERATIONS LLC (DME)","1186066837000","N"
"CALLAHAN WIND DIVIDE LLC (RE)","CALLAHAN_WND1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CALLISTO I ENERGY CENTER LLC (RE)","CLO_ESR1","Storage","Not Applicable","MERCURIA ENERGY AMERICA LLC (DME)","8317491277000","N"
"CALLISTO I ENERGY CENTER LLC 1 (RE)","CLO_ESR2","Storage","Not Applicable","MERCURIA ENERGY AMERICA LLC (DME)","8317491277000","N"
"CALLISTO II ENERGY CENTER LLC (RE)","CLT_ESR1","Storage","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"CALLISTO II ENERGY CENTER LLC (RE)","CLT_ESR2","Storage","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"CALPINE LLC (RE)","BOSQUESW_BSQSU_1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BOSQUESW_BSQSU_2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BOSQUESW_BSQSU_3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BOSQUESW_BSQSU_4","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BOSQUESW_BSQSU_5","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BTE_BTE_G1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BTE_BTE_G2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BTE_BTE_G3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BTE_BTE_G4","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BVE_UNIT1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BVE_UNIT2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","BVE_UNIT3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CAL_CALGT1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CAL_CALSTG1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CCEC_GT1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CCEC_GT2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CCEC_ST1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CHE_CHEGT1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CHE_CHEST1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CHE_GT2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","CHE_GT3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DDPEC_GT1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DDPEC_GT2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DDPEC_GT3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DDPEC_GT4","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DDPEC_GT6","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DDPEC_ST1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DUKE_DUKE_GT1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DUKE_DUKE_GT2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","DUKE_DUKE_ST1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","FREC_GT1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","FREC_GT2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","FREC_GT4","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","FREC_GT5","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","FREC_ST3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","FREC_ST6","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","GUADG_GAS1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","GUADG_GAS2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","GUADG_GAS3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","GUADG_GAS4","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","GUADG_STM5","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","GUADG_STM6","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","NEDIN_NEDIN_G1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","NEDIN_NEDIN_G2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","NEDIN_NEDIN_G3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","PSG_PSG_GT2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","PSG_PSG_GT3","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","PSG_PSG_ST2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","TXCTY_CTA","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","TXCTY_CTB","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","TXCTY_CTC","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CALPINE LLC (RE)","TXCTY_ST","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"CAMERON WIND I LLC (RE)","CAMWIND_ESR1","Storage","Not Applicable","CAMERON WIND I LLC (DME)","0791613667000","N"
"CAMERON WIND I LLC (RE)","CAMWIND_UNIT1","Generation","Not Applicable","CAMERON WIND I LLC (DME)","0791613667000","N"
"CANADIAN BREAKS LLC (RE)","CN_BRKS_UNIT_1","Generation","Not Applicable","CANADIAN BREAKS LLC (DME)","0808707117000","N"
"CANYON WIND ENERGY LLC (RE)","CANYONWD_UNIT1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CANYON WIND ENERGY LLC (RE)","CANYONWD_UNIT2","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CANYON WIND ENERGY LLC (RE)","CANYONWD_UNIT3","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CANYON WIND ENERGY LLC (RE)","CANYONWD_UNIT4","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CANYON WIND ENERGY LLC (RE)","CANYONWD_UNIT5","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CANYON WIND ENERGY LLC (RE)","CANYONWD_UNIT6","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CAP RIDGE WIND I LLC (RE)","CAPRIDGE_CR1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CAP RIDGE WIND II LLC (RE)","CAPRIDGE_CR2","Generation","Not Applicable","CAP RIDGE WIND II LLC (DME)","0808272757000","N"
"CAP RIDGE WIND III LLC (RE)","CAPRIDGE_CR3","Generation","Not Applicable","CAP RIDGE WIND III LLC (DME)","0808272787000","N"
"CAP RIDGE WIND IV LLC (RE)","CAPRIDG4_CR4","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CARTWHEEL BESS LLC (RE)","CARTWHL_ESR1","Storage","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CASTLE GAP WIND POWER LLC (RE)","AGUAYO_UNIT1","Generation","Not Applicable","GALT POWER INC (DME)","1419208717000","N"
"CATTLEMEN SOLAR PARK II LLC (RE)","EBELLSL2_UNIT1","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"CATTLEMEN SOLAR PARK LLC (RE)","EBELLSLR_UNIT1","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"CED ALAMO 5 LLC (RE)","HELIOS_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CED ALAMO 7 LLC (RE)","SOLARA_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CED PEREGRINE SOLAR LLC (RE)","PERE_SLR_UNIT1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CED PEREGRINE SOLAR LLC (RE)","PERE_SLR_UNIT2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CED UPTON COUNTY SOLAR LLC (RE)","SPTX12B_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CEDRO HILL WIND LLC (RE)","CEDROHIL_CHW1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CEDRO HILL WIND LLC (RE)","CEDROHIL_CHW2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CENTURY OAK WIND PROJECT LLC (RE)","SHEEPCRK_UNIT1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC SQ60 (DME)","9689097397300","N"
"CHAMON POWER LLC (RE)","CHAMON_CTG_0101","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"CHAMON POWER LLC (RE)","CHAMON_CTG_0301","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"CHAMPION WIND FARM LLC (RE)","CHAMPION_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CHAMPION WIND FARM LLC (RE)","CHAMPION_UNIT2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CHAMPION WIND FARM LLC (RE)","CHAMPION_UNIT3","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CHAPMAN RANCH WIND I LLC (RE)","SANTACRU_UNIT1","Generation","Not Applicable","CHAPMAN RANCH WIND I LLC (DME)","0791949777000","N"
"CHAPMAN RANCH WIND I LLC (RE)","SANTACRU_UNIT2","Generation","Not Applicable","CHAPMAN RANCH WIND I LLC (DME)","0791949777000","N"
"CHILDRESS SOLAR PARK LLC (RE)","MISAE_UNIT1","Generation","Not Applicable","CHILDRESS SOLAR PARK LLC (DME)","0932313987000","N"
"CHILDRESS SOLAR PARK LLC (RE)","MISAE_UNIT2","Generation","Not Applicable","CHILDRESS SOLAR PARK LLC (DME)","0932313987000","N"
"CHILLINGHAM SOLAR LLC (RE)","CHIL_SLR_SOLAR1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"CHILLINGHAM SOLAR LLC (RE)","CHIL_SLR_SOLAR2","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"CHILLINGHAM STORAGE LLC (RE)","CHIL_SLR_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"CITADEL BESS LLC (RE)","HLY_ESR1","Storage","Not Applicable","HABITAT ENERGY INC (DME)","1186110077000","N"
"CITADEL BESS LLC (RE)","HLY_ESR2","Storage","Not Applicable","HABITAT ENERGY INC (DME)","1186110077000","N"
"CITRUS FLATTS ENERGY CENTER LLC (RE)","CFLAT_ES_ESR1","Storage","Not Applicable","CITRUS FLATTS ENERGY CENTER LLC (DME)","1312848897000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","DECKER_DPGT_1","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","DECKER_DPGT_2","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","DECKER_DPGT_3","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","DECKER_DPGT_4","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","FPPYD1_FPP_G1","Generation","FPPYD1_FPP_G1_J02","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","FPPYD1_FPP_G2","Generation","FPPYD1_FPP_G2_J02","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","SANDHSYD_SH1","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","SANDHSYD_SH2","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","SANDHSYD_SH3","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","SANDHSYD_SH4","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","SANDHSYD_SH6","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","SANDHSYD_SH7","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","SANDHSYD_SH_5A","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","SANDHSYD_SH_5C","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","STP_STP_G1","Generation","STP_STP_G1_J04","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF AUSTIN DBA AUSTIN ENERGY (RE)","STP_STP_G2","Generation","STP_STP_G2_J04","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"CITY OF GARLAND (RE)","OLINGR_OLING_2","Generation","Not Applicable","CITY OF GARLAND (DME)","6011012567000","N"
"CITY OF GARLAND (RE)","OLINGR_OLING_3","Generation","Not Applicable","CITY OF GARLAND (DME)","6011012567000","N"
